Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Crab-eating macaque gene stable ID	Crab-eating macaque gene name
ENSMUSG00000020303	ENSMUSG00000020303.2	ENSMUST00000139991	ENSMUST00000139991.1	Stc2	ENSMFAG00000042809	STC2
ENSMUSG00000020303	ENSMUSG00000020303.2	ENSMUST00000149467	ENSMUST00000149467.1	Stc2	ENSMFAG00000042809	STC2
ENSMUSG00000038422	ENSMUSG00000038422.2	ENSMUST00000037820	ENSMUST00000037820.2	Hdhd3	ENSMFAG00000028807	HDHD3
ENSMUSG00000038422	ENSMUSG00000038422.2	ENSMUST00000140038	ENSMUST00000140038.1	Hdhd3	ENSMFAG00000028807	HDHD3
ENSMUSG00000049287	ENSMUSG00000049287.5	ENSMUST00000054523	ENSMUST00000054523.5	Iba57	ENSMFAG00000002470	IBA57
ENSMUSG00000049287	ENSMUSG00000049287.5	ENSMUST00000069631	ENSMUST00000069631.2	Iba57	ENSMFAG00000002470	IBA57
ENSMUSG00000049287	ENSMUSG00000049287.5	ENSMUST00000137433	ENSMUST00000137433.1	Iba57	ENSMFAG00000002470	IBA57
ENSMUSG00000058743	ENSMUSG00000058743.6	ENSMUST00000071937	ENSMUST00000071937.6	Kcnj14	ENSMFAG00000045491	KCNJ14
ENSMUSG00000058743	ENSMUSG00000058743.6	ENSMUST00000210232	ENSMUST00000210232.1	Kcnj14	ENSMFAG00000045491	KCNJ14
ENSMUSG00000053490	ENSMUSG00000053490.8	ENSMUST00000048565	ENSMUST00000048565.8	Trim60	ENSMFAG00000030076	TRIM60
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000176614	ENSMUST00000176614.1	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000177138	ENSMUST00000177138.7	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000108617	ENSMUST00000108617.9	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000177476	ENSMUST00000177476.7	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000061837	ENSMUST00000061837.10	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000177160	ENSMUST00000177160.1	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000175742	ENSMUST00000175742.1	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000133203	ENSMUST00000133203.8	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000129475	ENSMUST00000129475.8	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000153041	ENSMUST00000153041.2	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000143861	ENSMUST00000143861.7	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000175761	ENSMUST00000175761.1	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000047284	ENSMUSG00000047284.14	ENSMUST00000132183	ENSMUST00000132183.1	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000013150	ENSMUSG00000013150.15	ENSMUST00000013294	ENSMUST00000013294.15	Gfod2	ENSMFAG00000040849	GFOD2
ENSMUSG00000013150	ENSMUSG00000013150.15	ENSMUST00000155038	ENSMUST00000155038.2	Gfod2	ENSMFAG00000040849	GFOD2
ENSMUSG00000013150	ENSMUSG00000013150.15	ENSMUST00000135959	ENSMUST00000135959.1	Gfod2	ENSMFAG00000040849	GFOD2
ENSMUSG00000002804	ENSMUSG00000002804.4	ENSMUST00000221397	ENSMUST00000221397.1	Nudt14	ENSMFAG00000034083	NUDT14
ENSMUSG00000002804	ENSMUSG00000002804.4	ENSMUST00000222932	ENSMUST00000222932.1	Nudt14	ENSMFAG00000034083	NUDT14
ENSMUSG00000002804	ENSMUSG00000002804.4	ENSMUST00000222793	ENSMUST00000222793.1	Nudt14	ENSMFAG00000034083	NUDT14
ENSMUSG00000002804	ENSMUSG00000002804.4	ENSMUST00000002881	ENSMUST00000002881.4	Nudt14	ENSMFAG00000034083	NUDT14
ENSMUSG00000002804	ENSMUSG00000002804.4	ENSMUST00000221497	ENSMUST00000221497.1	Nudt14	ENSMFAG00000034083	NUDT14
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000179243	ENSMUST00000179243.2	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000053718	ENSMUST00000053718.14	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000206624	ENSMUST00000206624.1	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000206162	ENSMUST00000206162.1	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000206320	ENSMUST00000206320.2	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000205442	ENSMUST00000205442.1	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000205638	ENSMUST00000205638.1	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000039194	ENSMUSG00000039194.16	ENSMUST00000206695	ENSMUST00000206695.1	Rlbp1	ENSMFAG00000036414	RLBP1
ENSMUSG00000079554	ENSMUSG00000079554.2	ENSMUST00000114366	ENSMUST00000114366.2	Aox2	ENSMFAG00000034555	AOX2
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000060409	ENSMUST00000060409.12	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000056097	ENSMUST00000056097.10	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000162343	ENSMUST00000162343.1	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000105516	ENSMUST00000105516.8	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000159927	ENSMUST00000159927.7	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000162202	ENSMUST00000162202.7	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000161345	ENSMUST00000161345.1	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000049109	ENSMUSG00000049109.15	ENSMUST00000219119	ENSMUST00000219119.1	Themis	ENSMFAG00000043072	THEMIS
ENSMUSG00000100892	ENSMUSG00000100892.1	ENSMUST00000185240	ENSMUST00000185240.1	Gm20897	ENSMFAG00000037508	SYCP3
ENSMUSG00000095831	ENSMUSG00000095831.2	ENSMUST00000213997	ENSMUST00000213997.1	Olfr453	ENSMFAG00000007906	
ENSMUSG00000095831	ENSMUSG00000095831.2	ENSMUST00000053647	ENSMUST00000053647.4	Olfr453	ENSMFAG00000007906	
ENSMUSG00000095831	ENSMUSG00000095831.2	ENSMUST00000213997	ENSMUST00000213997.1	Olfr453	ENSMFAG00000030513	OR2F1
ENSMUSG00000095831	ENSMUSG00000095831.2	ENSMUST00000053647	ENSMUST00000053647.4	Olfr453	ENSMFAG00000030513	OR2F1
ENSMUSG00000021456	ENSMUSG00000021456.8	ENSMUST00000021907	ENSMUST00000021907.8	Fbp2	ENSMFAG00000025800	FBP2
ENSMUSG00000021456	ENSMUSG00000021456.8	ENSMUST00000222000	ENSMUST00000222000.1	Fbp2	ENSMFAG00000025800	FBP2
ENSMUSG00000044164	ENSMUSG00000044164.2	ENSMUST00000059986	ENSMUST00000059986.2	Rnf182	ENSMFAG00000015266	RNF182
ENSMUSG00000044164	ENSMUSG00000044164.2	ENSMUST00000161817	ENSMUST00000161817.1	Rnf182	ENSMFAG00000015266	RNF182
ENSMUSG00000041886	ENSMUSG00000041886.7	ENSMUST00000222784	ENSMUST00000222784.1	Macc1	ENSMFAG00000031393	MACC1
ENSMUSG00000041886	ENSMUSG00000041886.7	ENSMUST00000221917	ENSMUST00000221917.1	Macc1	ENSMFAG00000031393	MACC1
ENSMUSG00000041886	ENSMUSG00000041886.7	ENSMUST00000222058	ENSMUST00000222058.1	Macc1	ENSMFAG00000031393	MACC1
ENSMUSG00000041886	ENSMUSG00000041886.7	ENSMUST00000221866	ENSMUST00000221866.1	Macc1	ENSMFAG00000031393	MACC1
ENSMUSG00000041886	ENSMUSG00000041886.7	ENSMUST00000048880	ENSMUST00000048880.6	Macc1	ENSMFAG00000031393	MACC1
ENSMUSG00000109718	ENSMUSG00000109718.1	ENSMUST00000211310	ENSMUST00000211310.1	Trim61	ENSMFAG00000000516	
ENSMUSG00000109718	ENSMUSG00000109718.1	ENSMUST00000078409	ENSMUST00000078409.4	Trim61	ENSMFAG00000000516	
ENSMUSG00000109718	ENSMUSG00000109718.1	ENSMUST00000211310	ENSMUST00000211310.1	Trim61	ENSMFAG00000026475	TRIM61
ENSMUSG00000109718	ENSMUSG00000109718.1	ENSMUST00000078409	ENSMUST00000078409.4	Trim61	ENSMFAG00000026475	TRIM61
ENSMUSG00000031633	ENSMUSG00000031633.4	ENSMUST00000034049	ENSMUST00000034049.4	Slc25a4	ENSMFAG00000032688	SLC25A4
ENSMUSG00000031633	ENSMUSG00000031633.4	ENSMUST00000155986	ENSMUST00000155986.1	Slc25a4	ENSMFAG00000032688	SLC25A4
ENSMUSG00000039063	ENSMUSG00000039063.5	ENSMUST00000042658	ENSMUST00000042658.4	Echdc3	ENSMFAG00000041388	ECHDC3
ENSMUSG00000039063	ENSMUSG00000039063.5	ENSMUST00000132810	ENSMUST00000132810.1	Echdc3	ENSMFAG00000041388	ECHDC3
ENSMUSG00000039063	ENSMUSG00000039063.5	ENSMUST00000114941	ENSMUST00000114941.2	Echdc3	ENSMFAG00000041388	ECHDC3
ENSMUSG00000001761	ENSMUSG00000001761.7	ENSMUST00000201515	ENSMUST00000201515.1	Smo	ENSMFAG00000045402	SMO
ENSMUSG00000001761	ENSMUSG00000001761.7	ENSMUST00000001812	ENSMUST00000001812.4	Smo	ENSMFAG00000045402	SMO
ENSMUSG00000037103	ENSMUSG00000037103.8	ENSMUST00000041367	ENSMUST00000041367.8	Dcaf15	ENSMFAG00000030070	DCAF15
ENSMUSG00000037103	ENSMUSG00000037103.8	ENSMUST00000210279	ENSMUST00000210279.1	Dcaf15	ENSMFAG00000030070	DCAF15
ENSMUSG00000037103	ENSMUSG00000037103.8	ENSMUST00000210625	ENSMUST00000210625.1	Dcaf15	ENSMFAG00000030070	DCAF15
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000117624	ENSMUST00000117624.8	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000231984	ENSMUST00000231984.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000214828	ENSMUST00000214828.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000041614	ENSMUST00000041614.14	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000118134	ENSMUST00000118134.2	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000126674	ENSMUST00000126674.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000130344	ENSMUST00000130344.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000140350	ENSMUST00000140350.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000131633	ENSMUST00000131633.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000128390	ENSMUST00000128390.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000215563	ENSMUST00000215563.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000037300	ENSMUSG00000037300.19	ENSMUST00000127167	ENSMUST00000127167.1	Ttc13	ENSMFAG00000038133	TTC13
ENSMUSG00000020635	ENSMUSG00000020635.8	ENSMUST00000020964	ENSMUST00000020964.6	Fkbp1b	ENSMFAG00000003240	FKBP1B
ENSMUSG00000020635	ENSMUSG00000020635.8	ENSMUST00000219880	ENSMUST00000219880.1	Fkbp1b	ENSMFAG00000003240	FKBP1B
ENSMUSG00000038663	ENSMUSG00000038663.7	ENSMUST00000042318	ENSMUST00000042318.5	Fsd2	ENSMFAG00000041651	FSD2
ENSMUSG00000039765	ENSMUSG00000039765.15	ENSMUST00000048150	ENSMUST00000048150.14	Cc2d2a	ENSMFAG00000035103	CC2D2A
ENSMUSG00000039765	ENSMUSG00000039765.15	ENSMUST00000142303	ENSMUST00000142303.4	Cc2d2a	ENSMFAG00000035103	CC2D2A
ENSMUSG00000039765	ENSMUSG00000039765.15	ENSMUST00000125866	ENSMUST00000125866.3	Cc2d2a	ENSMFAG00000035103	CC2D2A
ENSMUSG00000039765	ENSMUSG00000039765.15	ENSMUST00000127355	ENSMUST00000127355.1	Cc2d2a	ENSMFAG00000035103	CC2D2A
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000045693	ENSMUST00000045693.7	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000152218	ENSMUST00000152218.1	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000204615	ENSMUST00000204615.1	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000204428	ENSMUST00000204428.1	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000134405	ENSMUST00000134405.7	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000156322	ENSMUST00000156322.7	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000130928	ENSMUST00000130928.7	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000033706	ENSMUSG00000033706.13	ENSMUST00000153749	ENSMUST00000153749.1	Smyd5	ENSMFAG00000000968	SMYD5
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228467	ENSMUST00000228467.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000227479	ENSMUST00000227479.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228367	ENSMUST00000228367.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228004	ENSMUST00000228004.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000227695	ENSMUST00000227695.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228133	ENSMUST00000228133.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000227264	ENSMUST00000227264.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228676	ENSMUST00000228676.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000226694	ENSMUST00000226694.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000227461	ENSMUST00000227461.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000227411	ENSMUST00000227411.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000228633	ENSMUST00000228633.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000091924	ENSMUSG00000091924.2	ENSMUST00000171039	ENSMUST00000171039.1	Vmn1r185	ENSMFAG00000042180	
ENSMUSG00000024513	ENSMUSG00000024513.16	ENSMUST00000074058	ENSMUST00000074058.10	Mbd2	ENSMFAG00000030736	MBD2
ENSMUSG00000024513	ENSMUSG00000024513.16	ENSMUST00000114946	ENSMUST00000114946.3	Mbd2	ENSMFAG00000030736	MBD2
ENSMUSG00000024513	ENSMUSG00000024513.16	ENSMUST00000127260	ENSMUST00000127260.7	Mbd2	ENSMFAG00000030736	MBD2
ENSMUSG00000024513	ENSMUSG00000024513.16	ENSMUST00000133889	ENSMUST00000133889.1	Mbd2	ENSMFAG00000030736	MBD2
ENSMUSG00000024513	ENSMUSG00000024513.16	ENSMUST00000128555	ENSMUST00000128555.1	Mbd2	ENSMFAG00000030736	MBD2
ENSMUSG00000031489	ENSMUSG00000031489.15	ENSMUST00000081438	ENSMUST00000081438.9	Adrb3	ENSMFAG00000039383	ADRB3
ENSMUSG00000031489	ENSMUSG00000031489.15	ENSMUST00000121838	ENSMUST00000121838.1	Adrb3	ENSMFAG00000039383	ADRB3
ENSMUSG00000031489	ENSMUSG00000031489.15	ENSMUST00000117565	ENSMUST00000117565.1	Adrb3	ENSMFAG00000039383	ADRB3
ENSMUSG00000031489	ENSMUSG00000031489.15	ENSMUST00000211346	ENSMUST00000211346.1	Adrb3	ENSMFAG00000039383	ADRB3
ENSMUSG00000031489	ENSMUSG00000031489.15	ENSMUST00000209447	ENSMUST00000209447.1	Adrb3	ENSMFAG00000039383	ADRB3
ENSMUSG00000076939	ENSMUSG00000076939.2	ENSMUST00000103751	ENSMUST00000103751.2	Iglv3	ENSMFAG00000030520	IGLV4-69
ENSMUSG00000038732	ENSMUSG00000038732.15	ENSMUST00000153269	ENSMUST00000153269.2	Mboat1	ENSMFAG00000002593	MBOAT1
ENSMUSG00000038732	ENSMUSG00000038732.15	ENSMUST00000152798	ENSMUST00000152798.2	Mboat1	ENSMFAG00000002593	MBOAT1
ENSMUSG00000038732	ENSMUSG00000038732.15	ENSMUST00000047311	ENSMUST00000047311.15	Mboat1	ENSMFAG00000002593	MBOAT1
ENSMUSG00000038732	ENSMUSG00000038732.15	ENSMUST00000220870	ENSMUST00000220870.1	Mboat1	ENSMFAG00000002593	MBOAT1
ENSMUSG00000038732	ENSMUSG00000038732.15	ENSMUST00000222095	ENSMUST00000222095.1	Mboat1	ENSMFAG00000002593	MBOAT1
ENSMUSG00000043448	ENSMUSG00000043448.13	ENSMUST00000108793	ENSMUST00000108793.8	Gjc2	ENSMFAG00000000639	GJC2
ENSMUSG00000043448	ENSMUSG00000043448.13	ENSMUST00000108790	ENSMUST00000108790.1	Gjc2	ENSMFAG00000000639	GJC2
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000223557	ENSMUST00000223557.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000223814	ENSMUST00000223814.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000091641	ENSMUST00000091641.12	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000223680	ENSMUST00000223680.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000224192	ENSMUST00000224192.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000223893	ENSMUST00000223893.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000021431	ENSMUSG00000021431.15	ENSMUST00000178564	ENSMUST00000178564.1	Snrnp48	ENSMFAG00000045216	SNRNP48
ENSMUSG00000096769	ENSMUSG00000096769.7	ENSMUST00000185327	ENSMUST00000185327.6	Gm21117	ENSMFAG00000037508	SYCP3
ENSMUSG00000096769	ENSMUSG00000096769.7	ENSMUST00000180133	ENSMUST00000180133.1	Gm21117	ENSMFAG00000037508	SYCP3
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000019986	ENSMUST00000019986.12	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000131186	ENSMUST00000131186.7	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000139803	ENSMUST00000139803.1	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000145333	ENSMUST00000145333.1	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000123103	ENSMUST00000123103.1	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000127726	ENSMUST00000127726.1	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000019841	ENSMUSG00000019841.15	ENSMUST00000164763	ENSMUST00000164763.7	Rev3l	ENSMFAG00000040266	REV3L
ENSMUSG00000103371	ENSMUSG00000103371.1	ENSMUST00000194086	ENSMUST00000194086.1	Gm35134	ENSMFAG00000037508	SYCP3
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000018909	ENSMUST00000018909.3	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000155513	ENSMUST00000155513.1	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000139605	ENSMUST00000139605.1	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000125989	ENSMUST00000125989.1	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000132742	ENSMUST00000132742.1	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000018765	ENSMUSG00000018765.5	ENSMUST00000125586	ENSMUST00000125586.1	Fxr2	ENSMFAG00000043282	FXR2
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000094559	ENSMUST00000094559.8	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000126125	ENSMUST00000126125.1	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000112854	ENSMUST00000112854.7	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000112853	ENSMUST00000112853.7	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000112852	ENSMUST00000112852.7	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000130222	ENSMUST00000130222.1	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000070000	ENSMUST00000070000.5	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000057315	ENSMUSG00000057315.14	ENSMUST00000073302	ENSMUST00000073302.11	Arhgap24	ENSMFAG00000032831	ARHGAP24
ENSMUSG00000094282	ENSMUSG00000094282.1	ENSMUST00000177908	ENSMUST00000177908.1	Cfap73	ENSMFAG00000032424	CFAP73
